"Intake Date","Location","Intake Condition","Animal Type","Sex","Age","Color","Breed","Intake Total","Animal Id"
"5/13/2012  12:00:00 AM","1004 REBECCA DR AUSTIN TX","NURSING","CAT","M","2.14 wks","WHITE BLACK","DOMESTIC SH MIX",2,"A627011"
"5/13/2012  12:00:00 AM","1004 REBECCA DR AUSTIN TX","NURSING","CAT","M","2.14 wks","BRN TABBY","DOMESTIC SH MIX",2,"A627012"
"5/13/2012  12:00:00 AM","CARSON CREEK AND TULL SHADOWS AUSTIN TX","NORMAL","CAT","M","6.43 wks","BLUE","DOMESTIC SH MIX",2,"A627014"
"5/13/2012  12:00:00 AM","CARSON CREEK AND TULL SHADOWS AUSTIN TX","NORMAL","CAT","F","6.43 wks","TORTIE WHITE","DOMESTIC SH MIX",2,"A627015"
"5/13/2012  12:00:00 AM","CROSSING PLACE AND RIVERSIDE AUSTIN TX","NORMAL","DOG","M","1.00 yr","BROWN WHITE","PIT BULL MIX",1,"A627016"
"5/13/2012  12:00:00 AM","CEASAR CHAVEZ AND SPRINGDALE AUSTIN TX","NORMAL","DOG","N","9.13 mo","TAN WHITE","LABRADOR RETR MIX",1,"A627019"
"5/13/2012  12:00:00 AM","RIVERSIDE AND PLEASANT VALLEY AUSTIN TX","NORMAL","DOG","S","5.67 mo","BLUE MERLE","AUST SHEPHERD MIX",1,"A627022"
"5/13/2012  12:00:00 AM","E SLAUGHTER CLOSE TO ST PAUL CATHOLIC CHURCH AUSTIN TX","NORMAL","DOG","S","9.13 mo","YELLOW","LABRADOR RETR MIX",1,"A627023"
"5/13/2012  12:00:00 AM","WILDHORSE CREEK COMMUNITY MANOR TX","NORMAL","DOG","N","1.00 yr","BLACK WHITE","AUST CATTLE DOG MIX",1,"A627024"
"5/13/2012  12:00:00 AM","2008 IROQUOIS DR. A AUSTIN TX","NORMAL","CAT","N","5.01 yr","BLACK WHITE","DOMESTIC SH MIX",1,"A627026"
"5/13/2012  12:00:00 AM","LAKESIDE AT LA FRONTERA AUSTIN TX","INJURED","DOG","S","12.86 wks","BLACK","LABRADOR RETR MIX",1,"A627027"
"5/13/2012  12:00:00 AM","620 AND LOHMANS CROSSING LAKEWAY TX","NORMAL","DOG","N","12.00 mo","BUFF","LABRADOR RETR MIX",1,"A627029"
"5/13/2012  12:00:00 AM","HAMILTON POOL RD TRAVIS TX","NURSING","CAT","M","4.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",4,"A627031"
"5/13/2012  12:00:00 AM","HAMILTON POOL RD TRAVIS TX","NORMAL","CAT","F","2.00 yr","BLUE WHITE","DOMESTIC SH MIX",4,"A627032"
"5/13/2012  12:00:00 AM","HAMILTON POOL RD TRAVIS TX","NORMAL","CAT","M","3.14 wks","BLACK WHITE","DOMESTIC SH MIX",4,"A627033"
"5/13/2012  12:00:00 AM","HAMILTON POOL RD TRAVIS TX","NORMAL","CAT","M","3.14 wks","CREAM","DOMESTIC SH MIX",4,"A627034"
"5/13/2012  12:00:00 AM","1806 CEDAR AVE AUSTIN TX","NURSING","CAT","M","2.14 wks","BLACK","DOMESTIC SH MIX",4,"A627037"
"5/13/2012  12:00:00 AM","1806 CEDAR AVE AUSTIN TX","NURSING","CAT","F","2.14 wks","BLACK","DOMESTIC SH MIX",4,"A627038"
"5/13/2012  12:00:00 AM","1806 CEDAR AVE AUSTIN TX","NURSING","CAT","F","2.14 wks","BLACK","DOMESTIC SH MIX",4,"A627039"
"5/13/2012  12:00:00 AM","1806 CEDAR AVE AUSTIN TX","NURSING","CAT","F","2.14 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627040"
"5/13/2012  12:00:00 AM","I35 AND BEN WHITE AUSTIN TX","NORMAL","DOG","N","12.86 wks","BLACK","LABRADOR RETR MIX",2,"A627041"
"5/13/2012  12:00:00 AM","I35 AND BEN WHITE AUSTIN TX","NORMAL","DOG","N","12.86 wks","BLACK WHITE","LABRADOR RETR MIX",2,"A627042"
"5/13/2012  12:00:00 AM","E PARMER / YAGER TRAVIS TX","NORMAL","DOG","N","1.00 yr","WHITE BLACK","PIT BULL MIX",1,"A627043"
"5/13/2012  12:00:00 AM","5508 TIPTON AUSTIN TX","NORMAL","DOG","M","6.01 yr","BR BRINDLE","PIT BULL ROTTWEILER",1,"A627044"
"5/13/2012  12:00:00 AM","BLUE GOOSE /CAMERON RD TRAVIS TX","FERAL","DOG","F","3.00 yr","WHITE PINK","PIT BULL MIX",1,"A627045"
"5/13/2012  12:00:00 AM","BYERS LN/SHROPSHIRE BLVD AUSTIN TX","NORMAL","DOG","S","6.01 yr","BLACK WHITE","CHIHUAHUA SH MIX",2,"A627046"
"5/13/2012  12:00:00 AM","8212 SAM RAYBURN AUSTIN TX","INJURED","DOG","F","2.00 yr","BLUE WHITE","CHIHUAHUA SH MIX",1,"A627047"
"5/13/2012  12:00:00 AM","BYERS LN/SHROPSHIRE BLVD AUSTIN TX","NORMAL","DOG","F","2.00 yr","TAN","CHIHUAHUA SH MIX",2,"A627048"
"5/13/2012  12:00:00 AM","4106 N LAMAR AUSTIN TX","INJURED","CAT","N","3.98 yr","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627049"
"5/13/2012  12:00:00 AM","6210 LANGHAM AUSTIN TX","NORMAL","DOG","S","2.00 yr","BROWN WHITE","PIT BULL MIX",1,"A627050"
"5/13/2012  12:00:00 AM","4900 E OLTORF AUSTIN TX","NORMAL","CAT","S","4.00 yr","FLAME PT","SIAMESE MIX",1,"A627051"
"5/13/2012  12:00:00 AM","CAIGWOOD AND 969 AUSTIN TX","NORMAL","DOG","S","8.01 yr","TRICOLOR","BEAGLE MIX",1,"A627054"
"5/13/2012  12:00:00 AM","CRAIGWOOD AND 969 AUSTIN TX","NORMAL","DOG","N","6.01 yr","BLACK WHITE","AKITA MIX",1,"A627055"
"5/13/2012  12:00:00 AM","CRAIGWOOD AND 969 AUSTIN TX","NORMAL","DOG","N","8.99 yr","SABLE WHITE","AKITA MIX",1,"A627056"
"5/13/2012  12:00:00 AM","183 AND 620 TRAVIS TX","NORMAL","CAT","M","3.14 wks","ORG TABBY","DOMESTIC SH MIX",4,"A627062"
"5/13/2012  12:00:00 AM","183 AND 620 TRAVIS TX","NORMAL","CAT","M","3.14 wks","ORG TABBY","DOMESTIC SH MIX",4,"A627063"
"5/13/2012  12:00:00 AM","183 AND 620 TRAVIS TX","NORMAL","CAT","M","3.14 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627064"
"5/13/2012  12:00:00 AM","183 AND 620 TRAVIS TX","NORMAL","CAT","M","3.14 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627065"
"5/13/2012  12:00:00 AM","TYSON CV AUSTIN TX","NORMAL","CAT","M","5.01 yr","BRN TABBY","DOMESTIC SH MIX",1,"A627082"
"5/13/2012  12:00:00 AM","2911 BRINWOOD AVE AUSTIN TX","NORMAL","CAT","N","8.71 wks","LYNX PT","SIAMESE MIX",1,"A627083"
"5/13/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","N","5.01 yr","BLACK","DOMESTIC SH MIX",1,"A627084"
"5/13/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","N","3.00 yr","BLUE TABBY","DOMESTIC SH MIX",1,"A627085"
"5/13/2012  12:00:00 AM","FORTVIEW RD AUSTIN TX","NORMAL","DOG","N","10.17 mo","TAN","CHIHUAHUA SH MIX",1,"A627087"
"5/14/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","INJURED","CAT","N","3.01 yr","BLACK WHITE","DOMESTIC MH MIX",1,"A627088"
"5/13/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","INJURED","CAT","N","10.01 yr","FLAME PT","JAVANESE",1,"A627089"
"5/14/2012  12:00:00 AM","12034 RESEARCH AUSTIN TX","NORMAL","CAT","S","1.00 yr","BLACK","DOMESTIC SH MIX",1,"A627094"
"5/14/2012  12:00:00 AM","12034 RESEARCH AUSTIN TX","NURSING","CAT","U","4.29 wks","CALICO TRICOLOR","DOMESTIC SH MIX",1,"A627095"
"5/14/2012  12:00:00 AM","12034 RESEARCH AUSTIN TX","NURSING","CAT","U","1.00 wks","WHITE","DOMESTIC SH MIX",1,"A627096"
"5/14/2012  12:00:00 AM","12034 RESEARCH AUSTIN TX","NURSING","CAT","U","1.00 wks","ORG TABBY","DOMESTIC SH MIX",1,"A627097"
"5/14/2012  12:00:00 AM","12034 RESEARCH AUSTIN TX","NURSING","CAT","U","1.00 wks","BLK TIGER","DOMESTIC SH MIX",1,"A627098"
"5/14/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","U","0.86 wks","BLACK BLACK","DOMESTIC SH MIX",1,"A627100"
"5/14/2012  12:00:00 AM","2914 CASTRO AUSTIN TX","NORMAL","DOG","N","7.01 yr","BUFF WHITE","COCKER SPAN",1,"A627102"
"5/14/2012  12:00:00 AM","2922 TERRY LN AUSTIN TX","NORMAL","DOG","F","4.29 wks","CHOCOLATE WHITE","LABRADOR RETR MIX",1,"A627104"
"5/14/2012  12:00:00 AM","15208 AND FM 969 TRAVIS TX","NORMAL","CAT","M","4.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",4,"A627114"
"5/14/2012  12:00:00 AM","15208 AND FM 969 TRAVIS TX","NORMAL","CAT","M","4.29 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627115"
"5/14/2012  12:00:00 AM","15208 AND FM 969 TRAVIS TX","NORMAL","CAT","M","4.29 wks","ORG TABBY","DOMESTIC SH MIX",4,"A627116"
"5/14/2012  12:00:00 AM","POWDER CREEK DR AUSTIN TX","NURSING","CAT","U","0.00 wks","BLACK WHITE","DOMESTIC SH MIX",3,"A627119"
"5/14/2012  12:00:00 AM","POWDER CREEK DR AUSTIN TX","NURSING","CAT","U","0.00 wks","BLACK WHITE","DOMESTIC SH MIX",3,"A627120"
"5/14/2012  12:00:00 AM","POWDER CREEK DR AUSTIN TX","NURSING","CAT","U","0.00 wks","GRAY TABBY","DOMESTIC SH MIX",3,"A627121"
"5/14/2012  12:00:00 AM","6400 JIM HALLAWAY LN AUSTIN TX","NORMAL","CAT","N","1.00 yr","FLAME PT","SIAMESE MIX",2,"A627122"
"5/14/2012  12:00:00 AM","6400 JIM HALLAWAY LN AUSTIN TX","NORMAL","CAT","S","10.17 mo","BRN TABBY WHITE","DOMESTIC SH MIX",2,"A627123"
"5/14/2012  12:00:00 AM","800 TERRELL HILL AUSTIN TX","NORMAL","CAT","M","2.00 yr","SEAL PT","SIAMESE MIX",1,"A627124"
"5/14/2012  12:00:00 AM","10803 FM 1625 TRAVIS TX","NORMAL","CAT","N","17.01 yr","ORG TABBY","DOMESTIC LH MIX",2,"A627125"
"5/14/2012  12:00:00 AM","4603 PREAKNESS TRAVIS TX","NURSING","CAT","F","8.10 mo","BRN TABBY","DOMESTIC SH MIX",3,"A627126"
"5/14/2012  12:00:00 AM","10803 FM 1625 TRAVIS TX","NORMAL","CAT","M","7.01 yr","BLACK","DOMESTIC SH MIX",2,"A627127"
"5/14/2012  12:00:00 AM","4603 PREAKNESS TRAVIS TX","NURSING","CAT","F","4.29 wks","BRN TABBY","DOMESTIC SH MIX",3,"A627128"
"5/14/2012  12:00:00 AM","4603 PREAKNESS TRAVIS TX","NURSING","CAT","M","4.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",3,"A627129"
"5/14/2012  12:00:00 AM","12TH AND PLEASANT VALLEY AUSTIN TX","NORMAL","DOG","N","11.86 wks","TRICOLOR","AUST SHEPHERD MIX",1,"A627137"
"5/14/2012  12:00:00 AM","4603 PREAKNESS DR TRAVIS TX","PREGNANT","CAT","F","1.00 yr","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627138"
"5/14/2012  12:00:00 AM","13120 DEARBONNE DR DEL VALLE TX","SICK","DOG","U","4.03 mo","BLACK BROWN","GERM SHEPHERD MIX",1,"A627139"
"5/14/2012  12:00:00 AM","4705 TERI RD AUSTIN TX","NORMAL","CAT","F","4.29 wks","CALICO","DOMESTIC SH MIX",1,"A627142"
"5/14/2012  12:00:00 AM","9400 GROUSE MEADOW AUSTIN TX","SICK","DOG","M","4.03 mo","WHITE BROWN","PIT BULL MIX",1,"A627143"
"5/14/2012  12:00:00 AM","7103 CANNONLEAGUE B AUSTIN TX","NORMAL","DOG","S","6.07 mo","WHITE BLACK","RAT TERRIER DACHSHUND WH",1,"A627144"
"5/14/2012  12:00:00 AM","3501 SAULS TRAVIS TX","NORMAL","DOG","S","1.00 yr","BLACK TAN","GERM SHEPHERD SIBERIAN HUSKY",1,"A627146"
"5/14/2012  12:00:00 AM","6317 VIDA NUEVA DEL VALLE TX","NORMAL","DOG","N","8.10 mo","CREAM","POODLE MIN",1,"A627148"
"5/14/2012  12:00:00 AM","5129 CAMERON RD AUSTIN TX","NORMAL","CAT","S","8.01 yr","CHOCOLATE BLACK","DOMESTIC LH MIX",2,"A627149"
"5/14/2012  12:00:00 AM","5129 CAMERON RD AUSTIN TX","NORMAL","CAT","S","8.01 yr","BLACK BROWN","BIRMAN MIX",2,"A627150"
"5/14/2012  12:00:00 AM","8409 COULVER  COVE TRAVIS TX","SICK","DOG","S","10.13 mo","BLACK TAN","GERM SHEPHERD MIX",1,"A627151"
"5/14/2012  12:00:00 AM","8408 KANSAS RIVER AUSTIN TX","NORMAL","DOG","F","5.98 yr","BLACK TAN","ROTTWEILER MIX",1,"A627152"
"5/14/2012  12:00:00 AM","1903 WILLOW CREEK DR AUSTIN TX","NORMAL","DOG","N","4.00 yr","BROWN","CHIHUAHUA SH MIX",1,"A627153"
"5/14/2012  12:00:00 AM","5129 CAMERON RD AUSTIN TX","NORMAL","DOG","S","12.86 wks","WHITE TRICOLOR","AUST CATTLE DOG AM PIT BULL TER",1,"A627154"
"5/14/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","U","0.43 wks","BLUE TABBY","DOMESTIC SH MIX",1,"A627158"
"5/14/2012  12:00:00 AM","2900 SUNRIDGE DR AUSTIN TX","NORMAL","CAT","F","4.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627164"
"5/14/2012  12:00:00 AM","2900 SUNRIDGE DR AUSTIN TX","NORMAL","CAT","F","4.29 wks","CALICO","DOMESTIC SH MIX",1,"A627166"
"5/14/2012  12:00:00 AM","2900 SUNRIDGE DR AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLUE WHITE","DOMESTIC SH MIX",1,"A627168"
"5/14/2012  12:00:00 AM","2900 SUNRIDGE DR AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",1,"A627169"
"5/14/2012  12:00:00 AM","1200 PEREZ ST AUSTIN TX","FERAL","CAT","S","4.00 yr","BLACK","DOMESTIC SH MIX",1,"A627170"
"5/24/2012  12:00:00 AM","1200 PEREZ ST AUSTIN TX","NORMAL","CAT","S","4.03 yr","BLACK","DOMESTIC SH MIX",1,"A627170"
"5/14/2012  12:00:00 AM","PICADILLY DR PFLUGERVILLE TX","NORMAL","CAT","F","8.71 wks","CALICO WHITE","DOMESTIC SH MIX",1,"A627171"
"5/14/2012  12:00:00 AM","PICADILLY DR PFLUGERVILLE TX","NORMAL","CAT","F","8.71 wks","CALICO","DOMESTIC SH MIX",1,"A627172"
"5/14/2012  12:00:00 AM","PICADILLY DR PFLUGERVILLE TX","NORMAL","CAT","N","8.71 wks","ORG TABBY WHITE","DOMESTIC SH MIX",1,"A627173"
"5/14/2012  12:00:00 AM","LAMAR AND BARTON SKYWAY AUSTIN TX","NORMAL","CAT","M","8.01 yr","SEAL PT","DOMESTIC LH SNOWSHOE",1,"A627174"
"5/14/2012  12:00:00 AM","1300 CROSSING PLACE AUSTIN TX","NORMAL","DOG","S","10.01 yr","BROWN WHITE","POMERANIAN MIX",1,"A627175"
"5/14/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","S","3.00 yr","BLACK WHITE","DOMESTIC MH MIX",1,"A627176"
"5/14/2012  12:00:00 AM","PALMER AND METRIC AUSTIN TX","NORMAL","CAT","F","7.43 wks","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627177"
"5/14/2012  12:00:00 AM","7312 COLONY PARK DR AUSTIN TX","FERAL","CAT","S","1.00 yr","TORTIE","DOMESTIC MH MIX",6,"A627179"
"5/14/2012  12:00:00 AM","7312 COLONY PARK DR AUSTIN TX","FERAL","CAT","M","6.43 wks","BLUE TABBY","DOMESTIC SH MIX",6,"A627180"
"5/14/2012  12:00:00 AM","7312 COLONY PARK DR AUSTIN TX","FERAL","CAT","F","6.43 wks","TORBIE","DOMESTIC SH MIX",6,"A627181"
"5/14/2012  12:00:00 AM","7312 COLONY PARK DR AUSTIN TX","FERAL","CAT","M","6.43 wks","BRN TABBY","DOMESTIC SH MIX",6,"A627182"
"5/14/2012  12:00:00 AM","7312 COLONY PARK DR AUSTIN TX","FERAL","CAT","M","6.43 wks","BLUE TABBY","DOMESTIC SH MIX",6,"A627183"
"5/14/2012  12:00:00 AM","7312 COLONY PARK DR AUSTIN TX","FERAL","CAT","F","6.43 wks","BLUE TABBY","DOMESTIC SH MIX",6,"A627184"
"5/14/2012  12:00:00 AM","NORTHCREST BLVD AUSTIN TX","NORMAL","DOG","N","5.57 mo","WHITE TAN","BASSET HOUND MIX",1,"A627185"
"5/14/2012  12:00:00 AM","MAHA RD & SCHREIBER AUSTIN TX","NORMAL","DOG","F","6.43 wks","BLACK TAN","SCHNAUZER STAND MIX",4,"A627186"
"5/14/2012  12:00:00 AM","MAHA RD & SCHREIBER AUSTIN TX","NORMAL","DOG","F","6.43 wks","BLACK TAN","CATAHOULA MIX",4,"A627187"
"5/14/2012  12:00:00 AM","MAHA RD & SCHREIBER AUSTIN TX","NORMAL","DOG","S","6.43 wks","BLACK TAN","SCHNAUZER STAND MIX",4,"A627188"
"5/14/2012  12:00:00 AM","MAHA RD & SCHREIBER AUSTIN TX","NORMAL","DOG","N","6.43 wks","BLACK TAN","GERM SHEPHERD MIX",4,"A627189"
"5/14/2012  12:00:00 AM","PFLUGERVILLE TX","NORMAL","DOG","N","8.10 mo","WHITE","POODLE MIN MIX",2,"A627190"
"5/14/2012  12:00:00 AM","PFLUGERVILLE TX","NORMAL","DOG","N","8.10 mo","WHITE","POODLE MIN MIX",2,"A627191"
"5/14/2012  12:00:00 AM","7201 LEVANDER LOOP AUSTIN TX","AGED","CAT","F","10.01 yr","CALICO","DOMESTIC SH MIX",1,"A627192"
"5/14/2012  12:00:00 AM","RESEARCH AND OHLEN RD AUSTIN TX","NORMAL","DOG","N","5.01 yr","RED WHITE","SIBERIAN HUSKY MIX",1,"A627193"
"5/14/2012  12:00:00 AM","RESEARCH AND OHLEN RD AUSTIN TX","NORMAL","DOG","N","3.00 yr","WHITE","POODLE MIN MIX",1,"A627194"
"5/14/2012  12:00:00 AM","11404 WALNUT RIDGE DR AUSTIN TX","NORMAL","DOG","M","6.00 wks","WHITE","POODLE MIN MIX",3,"A627195"
"5/14/2012  12:00:00 AM","11404 WALNUT RIDGE DR AUSTIN TX","NORMAL","DOG","M","6.00 wks","BLACK WHITE","POODLE MIN MIX",3,"A627196"
"5/14/2012  12:00:00 AM","11404 WALNUT RIDGE DR AUSTIN TX","NORMAL","DOG","M","6.00 wks","BROWN","POODLE MIN MIX",3,"A627197"
"5/14/2012  12:00:00 AM","5700 KATYDID AUSTIN TX","NURSING","CAT","F","5.01 yr","BLUE TABBY","DOMESTIC SH MIX",7,"A627198"
"5/14/2012  12:00:00 AM","5700 KATYDID AUSTIN TX","NURSING","CAT","M","2.14 wks","BLACK","DOMESTIC SH MIX",7,"A627199"
"5/14/2012  12:00:00 AM","5700 KATYDID AUSTIN TX","NURSING","CAT","M","2.14 wks","BLACK","DOMESTIC SH MIX",7,"A627200"
"5/14/2012  12:00:00 AM","5700 KATYDID AUSTIN TX","NURSING","CAT","M","2.14 wks","BLACK","DOMESTIC SH MIX",7,"A627201"
"5/14/2012  12:00:00 AM","5700 KATYDID AUSTIN TX","NURSING","CAT","F","2.14 wks","BRN TABBY","DOMESTIC SH MIX",7,"A627202"
"5/14/2012  12:00:00 AM","5700 KATYDID AUSTIN TX","NURSING","CAT","F","2.14 wks","BRN TABBY","DOMESTIC SH MIX",7,"A627203"
"5/14/2012  12:00:00 AM","5700 KATYDID AUSTIN TX","NURSING","CAT","M","2.14 wks","BRN TABBY","DOMESTIC SH MIX",7,"A627204"
"5/14/2012  12:00:00 AM","ONION CREEK DRIVE AUSTIN TX","NORMAL","DOG","N","1.00 yr","WHITE BROWN","PIT BULL MIX",1,"A627205"
"5/14/2012  12:00:00 AM","183 NEAR LOCKHART TRAVIS TX","NORMAL","DOG","S","1.00 yr","CHOCOLATE WHITE","AKITA MIX",1,"A627206"
"5/14/2012  12:00:00 AM","4800 RED BLUFF RD AUSTIN TX","NORMAL","DOG","N","14.43 wks","BROWN WHITE","VIZSLA MIX",1,"A627208"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","F","2.00 yr","TORTIE","DOMESTIC SH MIX",9,"A627210"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","F","6.29 wks","BLACK","DOMESTIC SH MIX",9,"A627211"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","F","6.29 wks","BLACK","DOMESTIC SH MIX",9,"A627212"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","F","6.29 wks","BLACK","DOMESTIC SH MIX",9,"A627213"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","F","6.29 wks","BLACK","DOMESTIC SH MIX",9,"A627214"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","M","6.29 wks","BLACK BLACK","DOMESTIC SH MIX",9,"A627215"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","M","6.29 wks","BLACK BLACK","DOMESTIC SH MIX",9,"A627216"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","M","6.29 wks","BLACK BLACK","DOMESTIC SH MIX",9,"A627217"
"5/15/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","M","6.29 wks","BLACK","DOMESTIC SH MIX",9,"A627218"
"5/15/2012  12:00:00 AM","2511 DOVE DR AUSTIN TX","NORMAL","DOG","S","2.00 yr","BLACK WHITE","PIT BULL MIX",1,"A627219"
"5/15/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","INJURED","DOG","M","3.00 yr","WHITE TAN","AMERICAN STAFF MIX",1,"A627220"
"5/15/2012  12:00:00 AM","15400 N. IH 35 TRAVIS TX","INJURED","DOG","M","2.00 yr","BLACK GRAY","AUST CATTLE DOG QUEENSLAND HEEL",1,"A627221"
"5/15/2012  12:00:00 AM","1900 SAN JACINTO AUSTIN TX","NORMAL","DOG","N","3.00 yr","BLACK BROWN","DACHSHUND MIX",1,"A627227"
"5/15/2012  12:00:00 AM","1404 LANCER TRAVIS TX","NORMAL","DOG","M","5.57 wks","BLACK WHITE","BORDER COLLIE AUST CATTLE DOG",6,"A627229"
"5/15/2012  12:00:00 AM","1404 LANCER TRAVIS TX","NORMAL","DOG","M","5.57 wks","BROWN WHITE","BORDER COLLIE AUST CATTLE DOG",6,"A627230"
"5/15/2012  12:00:00 AM","1404 LANCER TRAVIS TX","NORMAL","DOG","F","5.57 wks","TRICOLOR WHITE","BORDER COLLIE AUST CATTLE DOG",6,"A627231"
"5/15/2012  12:00:00 AM","1404 LANCER TRAVIS TX","NORMAL","DOG","F","5.57 wks","BROWN WHITE","BORDER COLLIE AUST CATTLE DOG",6,"A627232"
"5/15/2012  12:00:00 AM","1404 LANCER TRAVIS TX","NORMAL","DOG","F","5.57 wks","TRICOLOR","BORDER COLLIE AUST CATTLE DOG",6,"A627233"
"5/15/2012  12:00:00 AM","1404 LANCER TRAVIS TX","NORMAL","DOG","F","5.57 wks","TRICOLOR BLACK","BORDER COLLIE AUST CATTLE DOG",6,"A627234"
"5/15/2012  12:00:00 AM","BEE CAVES RD WEST LAKE HILLS TX","NORMAL","CAT","F","6.43 wks","BRN TABBY","DOMESTIC SH MIX",1,"A627235"
"5/15/2012  12:00:00 AM","MIRA LOMA @PATON LN AUSTIN TX","NORMAL","DOG","M","2.00 yr","TAN","SHIH TZU",1,"A627238"
"5/15/2012  12:00:00 AM","8511 BISBEE COURT AUSTIN TX","NORMAL","DOG","N","6.01 yr","WHITE","BICHON FRISE",1,"A627242"
"5/15/2012  12:00:00 AM","SHROPSHIRE BLVD AUSTIN TX","NORMAL","DOG","S","8.01 yr","TAN","COCKER SPAN GOLDEN RETR",1,"A627243"
"5/15/2012  12:00:00 AM","3610 BLARWOOD AUSTIN TX","NORMAL","DOG","S","3.00 yr","TAN WHITE","PIT BULL MIX",1,"A627244"
"5/15/2012  12:00:00 AM","WEBBERVILLE RD AUSTIN TX","SICK","CAT","F","3.14 wks","TORBIE","DOMESTIC SH MIX",1,"A627245"
"5/15/2012  12:00:00 AM","E RIVERSIDE AUSTIN TX","NORMAL","CAT","F","5.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627250"
"5/15/2012  12:00:00 AM","4608 MILBUURN AUSTIN TX","SICK","DOG","M","10.01 yr","BLACK TAN","CHIHUAHUA SH MIX",1,"A627251"
"5/15/2012  12:00:00 AM","N FM 620 AUSTIN TX","NORMAL","CAT","F","5.29 wks","TORTIE","DOMESTIC SH MIX",2,"A627254"
"5/15/2012  12:00:00 AM","N FM 620 AUSTIN TX","NORMAL","CAT","F","5.29 wks","TORTIE","DOMESTIC SH MIX",2,"A627255"
"5/15/2012  12:00:00 AM","4160 N LAMAR AUSTIN TX","NORMAL","DOG","N","4.27 mo","BL BRINDLE","BEAGLE BOXER",3,"A627256"
"5/15/2012  12:00:00 AM","4160 N LAMAR AUSTIN TX","NORMAL","DOG","M","12.86 wks","BR BRINDLE WHITE","BEAGLE BOSTON TERRIER",3,"A627257"
"5/15/2012  12:00:00 AM","YAGER AND THOMPKINS AUSTIN TX","NORMAL","DOG","S","3.00 yr","TAN WHITE","LABRADOR RETR MIX",1,"A627259"
"5/15/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","S","5.01 yr","BLACK WHITE","DOMESTIC SH MIX",1,"A627268"
"5/15/2012  12:00:00 AM","3211 ETHERIDGE AUSTIN TX","NORMAL","CAT","F","4.29 wks","BLUE TABBY WHITE","DOMESTIC SH MIX",4,"A627271"
"5/15/2012  12:00:00 AM","3211 ETHERIDGE AUSTIN TX","NORMAL","CAT","F","4.29 wks","ORG TABBY WHITE","DOMESTIC SH MIX",4,"A627272"
"5/15/2012  12:00:00 AM","3211 ETHERIDGE AUSTIN TX","NORMAL","CAT","M","4.29 wks","ORG TABBY","DOMESTIC SH MIX",4,"A627273"
"5/15/2012  12:00:00 AM","3211 ETHERIDGE AUSTIN TX","NORMAL","CAT","F","4.29 wks","ORG TABBY WHITE","DOMESTIC SH MIX",4,"A627274"
"5/18/2012  12:00:00 AM","MATTHEWS AUSTIN TX","NORMAL","DOG","S","11.01 yr","TRICOLOR","BEAGLE",1,"A627275"
"5/15/2012  12:00:00 AM","LILAC LN AUSTIN TX","NORMAL","CAT","M","2.14 wks","BRN TABBY WHITE","DOMESTIC SH MIX",3,"A627276"
"5/15/2012  12:00:00 AM","LILAC LN AUSTIN TX","NORMAL","CAT","F","2.14 wks","BRN TABBY WHITE","DOMESTIC SH MIX",3,"A627277"
"5/15/2012  12:00:00 AM","LILAC LN AUSTIN TX","NORMAL","CAT","F","2.14 wks","WHITE","DOMESTIC SH MIX",3,"A627278"
"5/15/2012  12:00:00 AM","E. OLTORF AUSTIN TX","NORMAL","DOG","N","5.01 yr","FAWN","PUG MIX",1,"A627279"
